Customer_ID,Age,Gender,Income_Category,Occupation,Region,Card_Type,Card_Age_Months,Credit_Limit,Account_Balance,Monthly_Income,Monthly_Spend,Yearly_Spend,Total_Purchases,Total_Transactions,Avg_Transactions_Per_Month,Offers_Redeemed,Offer_Utilization_Rate,Payment_Method,Monthly_Cash_Advance,Yearly_Cash_Advance,Revolving_Balance,Days_Since_Last_Transaction,Customer_Segment,Usage_Level,Cluster,Reward_Tier,Reward_Priority
CUST_04342,50,Other,Low,Business Owner,West,Titanium,46,9336.56,3705.1,26446.45,3041.21,40241.79,36494.5,37,132.55,27,0.735,Bank Transfer,190.13,2575.62,377.51,5,Frequent_Users,Very High,1,Platinum,3
CUST_04002,38,Other,Very High,Salaried Employee,South,Gold,72,24119.52,8252.61,29777.32,3040.29,30164.97,36483.45,75,203.58,35,0.457,Auto Debit,157.76,1826.15,7345.99,9,Heavy_Spenders,Very High,1,Platinum,3
CUST_04700,45,Other,Medium,Self-Employed,South,Titanium,50,16248.7,3199.28,19451.95,3038.79,34706.13,36465.49,44,72.3,15,0.282,Credit Card Payment,215.15,2301.84,2798.22,15,Frequent_Users,Very High,1,Platinum,3
CUST_02281,43,Male,Very High,Retired,Metro,Silver,107,25821.09,5549.05,14794.69,3038.28,67202.82,36459.41,53,82.45,32,0.533,UPI,15.72,178.85,4738.73,15,Heavy_Spenders,Very High,1,Platinum,3
CUST_04834,39,Female,Very High,Business Owner,North,Gold,103,8727.71,3108.73,7786.22,3037.95,20585.88,36455.45,24,171.0,29,0.527,Wallet,125.35,1667.07,714.66,10,Frequent_Users,Very High,1,Platinum,3
CUST_05897,61,Other,High,Freelancer,East,Gold,90,21950.69,7747.99,16842.45,3035.86,73894.38,36430.29,41,82.12,21,0.193,Wallet,299.32,3584.33,4379.36,9,Heavy_Spenders,Very High,1,Platinum,3
CUST_07581,60,Female,Medium,Freelancer,South,Gold,60,23172.29,5927.44,7044.14,3034.01,59413.51,36408.17,78,150.39,26,0.118,Wallet,223.19,3061.17,1960.29,14,Heavy_Spenders,Very High,1,Platinum,3
CUST_02299,24,Other,Medium,Salaried Employee,Central,Platinum,110,10918.34,1955.03,13717.11,3033.55,23174.85,36402.58,28,87.91,29,0.152,Auto Debit,45.8,583.16,1658.86,19,Frequent_Users,Very High,1,Platinum,3
CUST_03717,39,Male,Medium,Freelancer,Metro,Titanium,81,21018.72,2985.74,13785.3,3032.24,56444.1,36386.87,57,166.89,22,0.626,Credit Card Payment,183.68,2076.28,479.56,9,Heavy_Spenders,Very High,1,Platinum,3
CUST_06312,69,Male,High,Freelancer,Metro,Silver,83,9878.04,1231.91,16898.39,3032.18,32058.38,36386.18,50,104.75,13,0.105,Credit Card Payment,17.28,221.95,410.54,8,Frequent_Users,Very High,1,Platinum,3
CUST_00972,63,Other,Medium,Freelancer,South,Platinum,43,18512.7,2864.98,9907.32,3032.02,30142.23,36384.25,22,147.04,27,0.488,Bank Transfer,153.67,1647.7,322.09,14,Frequent_Users,Very High,1,Platinum,3
CUST_03756,38,Other,Medium,Salaried Employee,West,Silver,83,24394.41,3665.58,20987.88,3031.98,18789.63,36383.8,36,164.56,12,0.16,Wallet,79.11,826.68,2672.19,8,Frequent_Users,Very High,1,Platinum,3
CUST_04716,43,Female,High,Freelancer,North,Titanium,65,19168.77,2303.31,12891.2,3031.9,26854.44,36382.79,49,88.07,18,0.162,Bank Transfer,210.04,2171.41,661.72,19,Frequent_Users,Very High,1,Platinum,3
CUST_03418,66,Female,Medium,Retired,East,Gold,89,28754.26,4162.34,6347.81,3031.52,55866.41,36378.24,63,195.61,28,0.102,Bank Transfer,76.64,1043.89,2930.09,16,Heavy_Spenders,Very High,1,Platinum,3
CUST_01561,40,Other,High,Student,Central,Gold,77,37927.98,7438.35,18332.01,3030.63,42742.71,36367.51,76,113.13,27,0.421,UPI,112.58,1216.89,2601.86,7,Heavy_Spenders,Very High,1,Platinum,3
CUST_07636,68,Male,High,Professional,South,Silver,14,36840.57,5641.83,22937.47,3030.57,71658.27,36366.85,69,204.85,28,0.385,Bank Transfer,240.64,2630.01,3442.27,3,Heavy_Spenders,Very High,1,Platinum,3
CUST_03564,61,Other,Low,Government Employee,North,Silver,42,23444.14,1239.57,17492.64,3029.88,21932.03,36358.55,56,109.6,29,0.57,Credit Card Payment,62.85,681.07,332.83,6,Frequent_Users,Very High,1,Platinum,3
CUST_03003,24,Other,Low,Salaried Employee,North,Platinum,60,20692.11,8176.95,25001.26,3027.3,30172.95,36327.66,66,109.42,36,0.446,Credit Card Payment,156.94,1943.26,2156.74,3,Heavy_Spenders,Very High,1,Platinum,3
CUST_04089,35,Male,Medium,Self-Employed,South,Platinum,31,38610.19,8939.15,28089.54,3026.11,73048.86,36313.35,72,113.15,16,0.668,Bank Transfer,183.26,2048.29,6569.52,5,Heavy_Spenders,Very High,1,Platinum,3
CUST_03579,48,Male,Medium,Self-Employed,West,Silver,45,16496.34,3265.06,4329.18,3025.65,35289.84,36307.83,58,95.49,27,0.653,Auto Debit,143.29,1905.58,1558.59,12,Frequent_Users,Very High,1,Platinum,3
CUST_06511,68,Other,High,Salaried Employee,West,Titanium,88,17219.68,1702.47,19674.37,3025.43,28501.12,36305.21,28,93.79,28,0.64,Bank Transfer,66.21,734.37,775.25,15,Frequent_Users,Very High,1,Platinum,3
CUST_06386,26,Female,Low,Student,North,Gold,118,25352.22,2456.33,3409.63,3022.51,30397.64,36270.12,42,98.48,15,0.136,Wallet,155.92,1595.04,2055.27,11,Frequent_Users,Very High,1,Platinum,3
CUST_04370,58,Other,Low,Government Employee,North,Gold,105,24443.76,6049.86,3231.58,3021.66,58079.71,36259.89,78,137.6,20,0.613,Bank Transfer,183.43,2254.16,5588.01,17,Heavy_Spenders,Very High,1,Platinum,3
CUST_02563,49,Other,Very High,Student,Metro,Titanium,60,12476.84,4022.19,5517.49,3020.8,20101.73,36249.56,54,165.11,24,0.712,UPI,184.51,2190.96,3228.38,14,Frequent_Users,Very High,1,Platinum,3
CUST_03830,69,Other,Medium,Student,West,Silver,115,13695.67,3738.41,13633.37,3020.74,35848.27,36248.9,51,175.31,10,0.245,Auto Debit,105.33,1169.19,1828.45,10,Frequent_Users,Very High,1,Platinum,3
CUST_07095,60,Female,High,Freelancer,Central,Gold,43,24557.96,3911.57,12017.31,3020.66,18505.37,36247.94,51,66.5,10,0.493,Credit Card Payment,126.69,1589.16,2640.45,6,Frequent_Users,Very High,1,Platinum,3
CUST_07443,35,Male,High,Professional,Metro,Platinum,44,22723.44,3675.41,14894.58,3020.4,30848.8,36244.86,49,93.87,12,0.42,Credit Card Payment,181.61,2032.03,921.2,19,Frequent_Users,Very High,1,Platinum,3
CUST_00604,27,Male,Low,Student,North,Gold,31,25993.44,2535.92,8294.76,3020.0,18052.42,36240.04,56,85.67,15,0.528,Wallet,164.76,2151.62,690.02,18,Frequent_Users,Very High,1,Platinum,3
CUST_07160,46,Other,Very High,Government Employee,North,Silver,99,22760.58,3487.43,15879.62,3019.32,57807.35,36231.82,81,112.71,21,0.129,Auto Debit,149.37,1650.11,2362.95,11,Heavy_Spenders,Very High,1,Platinum,3
CUST_05503,33,Male,Low,Freelancer,Metro,Gold,35,12564.29,4086.14,14252.44,3019.14,19986.73,36229.68,54,84.64,26,0.73,Wallet,51.88,557.1,2811.36,10,Frequent_Users,Very High,1,Platinum,3
CUST_04583,45,Other,Medium,Salaried Employee,West,Silver,82,11515.79,2410.88,29076.39,3017.71,33265.03,36212.51,29,158.46,27,0.691,Wallet,98.01,1096.95,2143.19,15,Frequent_Users,Very High,1,Platinum,3
CUST_05988,57,Male,Low,Student,West,Platinum,29,28655.65,4981.65,12000.29,3017.62,53012.7,36211.41,52,86.42,12,0.364,Wallet,90.13,1197.99,3745.29,8,Heavy_Spenders,Very High,1,Platinum,3
CUST_03974,45,Female,High,Freelancer,North,Gold,14,17515.45,1989.51,21251.17,3015.07,32120.13,36180.81,52,114.94,12,0.213,Wallet,218.87,2241.59,740.3,11,Frequent_Users,Very High,1,Platinum,3
CUST_03269,54,Other,Low,Professional,East,Titanium,81,23205.78,3613.35,6050.53,3014.72,37630.8,36176.59,49,76.83,20,0.459,Auto Debit,93.34,1102.25,2637.13,8,Frequent_Users,Very High,1,Platinum,3
CUST_00416,27,Other,Low,Freelancer,Metro,Gold,52,32689.99,7650.81,17679.82,3014.32,30882.29,36171.82,77,114.99,29,0.499,Credit Card Payment,200.34,2335.25,3129.72,6,Heavy_Spenders,Very High,1,Platinum,3
CUST_06629,32,Male,Very High,Government Employee,West,Platinum,30,30514.92,4506.2,27549.24,3014.26,40517.22,36171.17,52,188.9,31,0.291,Auto Debit,240.81,2755.05,1006.52,16,Heavy_Spenders,Very High,1,Platinum,3
CUST_02119,28,Female,Low,Freelancer,South,Platinum,53,15002.79,1922.68,15014.09,3013.51,59887.5,36162.13,57,141.7,32,0.42,Credit Card Payment,63.42,840.51,458.2,6,Heavy_Spenders,Very High,1,Platinum,3
CUST_02845,40,Male,High,Government Employee,Metro,Platinum,55,18895.16,3345.95,6136.5,3013.31,41635.41,36159.75,56,99.23,21,0.562,Auto Debit,58.01,669.54,2179.39,17,Frequent_Users,Very High,1,Platinum,3
CUST_03344,56,Male,High,Self-Employed,West,Gold,24,19469.53,2531.54,9835.55,3012.01,36017.34,36144.14,28,113.85,18,0.617,Wallet,182.34,2177.73,1282.77,17,Frequent_Users,Very High,1,Platinum,3
CUST_00545,34,Other,High,Salaried Employee,South,Titanium,118,19876.78,1952.95,5063.2,3011.08,22965.99,36132.92,25,149.22,20,0.349,Auto Debit,43.93,528.18,1310.64,14,Frequent_Users,Very High,1,Platinum,3
CUST_07221,70,Male,Very High,Salaried Employee,Central,Titanium,19,13784.25,2933.17,29400.45,3009.41,32855.85,36112.93,53,78.87,25,0.324,UPI,197.55,2701.13,811.95,16,Frequent_Users,Very High,1,Platinum,3
CUST_00100,52,Male,High,Salaried Employee,West,Platinum,68,19448.54,2874.51,15981.35,3008.8,71503.7,36105.59,82,183.23,19,0.623,Wallet,138.07,1636.64,2205.51,15,Heavy_Spenders,Very High,1,Platinum,3
CUST_03690,24,Male,Medium,Student,South,Silver,33,11648.57,2914.84,3761.15,3006.91,34737.05,36082.91,47,114.46,28,0.669,UPI,219.76,2281.78,1945.85,14,Frequent_Users,Very High,1,Platinum,3
CUST_05006,39,Female,Medium,Professional,Metro,Platinum,73,24567.8,4585.37,16267.83,3006.8,67792.9,36081.61,86,164.3,18,0.67,UPI,12.51,167.6,2383.51,4,Heavy_Spenders,Very High,1,Platinum,3
CUST_07601,34,Female,Very High,Retired,Central,Platinum,51,19507.3,1519.35,13172.04,3005.33,22792.68,36063.98,44,157.94,26,0.502,Credit Card Payment,189.69,2409.92,923.09,4,Frequent_Users,Very High,1,Platinum,3
CUST_06259,52,Male,High,Student,West,Gold,24,9497.82,3380.88,23603.48,3004.09,31266.8,36049.1,36,106.23,13,0.725,Auto Debit,113.92,1430.38,2953.27,15,Frequent_Users,Very High,1,Platinum,3
CUST_01796,58,Other,Very High,Freelancer,Metro,Silver,109,18045.74,3669.64,14004.4,3002.11,20847.74,36025.3,58,124.6,29,0.472,Credit Card Payment,86.19,1053.88,2569.28,12,Frequent_Users,Very High,1,Platinum,3
CUST_06406,67,Other,High,Student,Central,Titanium,78,28446.69,8217.5,27965.43,3001.91,73863.37,36022.9,36,170.04,17,0.462,Auto Debit,176.76,1847.09,3334.97,11,Heavy_Spenders,Very High,1,Platinum,3
CUST_07279,47,Male,Very High,Retired,East,Titanium,16,17710.76,1841.05,2880.8,2999.66,40747.21,35995.92,42,136.6,12,0.278,Auto Debit,199.47,2681.12,650.51,16,Frequent_Users,Very High,1,Platinum,3
CUST_02882,68,Other,Low,Freelancer,East,Silver,74,12263.38,2534.24,28444.85,2999.2,31346.0,35990.37,42,79.61,10,0.542,Auto Debit,60.77,717.95,1747.67,10,Frequent_Users,Very High,1,Platinum,3
CUST_01916,49,Male,Medium,Government Employee,Metro,Silver,66,10831.67,1643.83,23527.26,2998.92,30647.71,35987.02,26,106.97,18,0.693,UPI,89.6,945.19,1488.18,15,Frequent_Users,Very High,1,Platinum,3
CUST_04080,35,Other,Low,Retired,Metro,Platinum,40,22265.94,2645.15,19441.36,2998.87,26125.86,35986.47,54,62.34,20,0.196,Credit Card Payment,190.71,2461.24,510.23,6,Frequent_Users,Very High,1,Platinum,3
CUST_00067,61,Male,Very High,Government Employee,South,Titanium,69,22037.22,1253.04,17119.59,2998.16,30990.4,35977.9,53,160.81,24,0.704,Wallet,173.54,1878.63,946.33,7,Frequent_Users,Very High,1,Platinum,3
CUST_02668,50,Other,Low,Freelancer,Metro,Platinum,41,19922.19,5636.53,20115.59,2998.02,39715.23,35976.26,81,117.39,30,0.155,Auto Debit,33.38,374.32,1008.82,3,Heavy_Spenders,Very High,1,Platinum,3
CUST_00658,53,Male,High,Business Owner,South,Silver,98,10957.36,3385.76,23506.07,2997.67,19438.24,35972.02,39,176.87,19,0.257,Bank Transfer,156.23,1711.02,1221.43,8,Frequent_Users,Very High,1,Platinum,3
CUST_01328,33,Male,High,Student,Central,Platinum,38,25791.28,3111.35,14461.27,2995.55,20856.13,35946.61,39,149.29,11,0.679,Bank Transfer,100.92,1243.05,1670.59,19,Frequent_Users,Very High,1,Platinum,3
CUST_00274,53,Female,High,Government Employee,South,Platinum,69,18557.21,2636.07,28122.79,2994.55,35103.97,35934.63,23,105.39,27,0.672,Auto Debit,150.45,1548.33,1809.77,4,Frequent_Users,Very High,1,Platinum,3
CUST_07836,69,Other,Medium,Freelancer,West,Gold,25,21934.93,2551.84,28145.37,2993.88,24313.36,35926.57,46,130.16,11,0.365,Credit Card Payment,114.02,1568.38,1976.04,9,Frequent_Users,Very High,1,Platinum,3
CUST_02996,22,Female,Medium,Professional,North,Platinum,41,26865.78,3643.89,15757.95,2993.48,47433.78,35921.78,52,191.09,32,0.458,Credit Card Payment,52.91,567.68,2493.95,17,Heavy_Spenders,Very High,1,Platinum,3
CUST_01641,50,Other,Very High,Professional,South,Platinum,24,13192.66,2396.46,15283.0,2993.28,28095.32,35919.33,47,179.28,21,0.285,Credit Card Payment,29.74,335.42,354.06,11,Frequent_Users,Very High,1,Platinum,3
CUST_00409,51,Female,Low,Government Employee,East,Gold,83,37078.04,2708.3,14477.89,2993.14,37077.72,35917.63,76,140.22,29,0.522,Wallet,33.09,427.92,1665.91,8,Heavy_Spenders,Very High,1,Platinum,3
CUST_03604,61,Female,Very High,Business Owner,Central,Titanium,112,13555.34,8568.0,18285.0,2992.55,75676.58,35910.64,47,158.37,14,0.49,UPI,265.68,3024.42,2700.74,13,Heavy_Spenders,Very High,1,Platinum,3
CUST_00188,26,Male,Medium,Salaried Employee,East,Silver,69,23346.53,2687.43,23680.48,2992.36,25365.71,35908.34,34,145.53,25,0.216,Bank Transfer,40.78,504.03,2236.71,17,Frequent_Users,Very High,1,Platinum,3
CUST_05272,61,Male,High,Retired,Metro,Platinum,18,37444.89,7075.89,22171.47,2991.97,46582.1,35903.65,40,145.57,37,0.564,Credit Card Payment,238.63,2900.03,6345.9,11,Heavy_Spenders,Very High,1,Platinum,3
CUST_06871,58,Female,Very High,Student,Metro,Titanium,101,10515.85,2794.22,23406.36,2990.4,18703.5,35884.81,57,66.07,25,0.671,Auto Debit,95.92,1315.8,1362.52,18,Frequent_Users,Very High,1,Platinum,3
CUST_07697,55,Male,Medium,Retired,South,Platinum,116,16802.71,1286.64,13042.13,2990.27,41880.57,35883.29,55,90.89,22,0.703,Auto Debit,190.53,2232.95,433.25,18,Frequent_Users,Very High,1,Platinum,3
CUST_01808,50,Male,Very High,Student,West,Silver,50,24855.4,8042.09,29804.77,2989.36,50418.45,35872.3,84,161.78,31,0.55,Bank Transfer,349.36,4362.16,6775.38,4,Heavy_Spenders,Very High,1,Platinum,3
CUST_07478,61,Other,High,Retired,Central,Titanium,118,35181.37,2281.18,6365.14,2986.13,70159.01,35833.55,61,176.4,30,0.191,Credit Card Payment,23.55,302.71,1405.22,13,Heavy_Spenders,Very High,1,Platinum,3
CUST_06515,39,Male,High,Business Owner,Central,Silver,19,9367.25,3724.02,26463.95,2986.06,30013.04,35832.67,52,61.22,10,0.516,UPI,0.87,10.42,3388.62,8,Frequent_Users,Very High,1,Platinum,3
CUST_05663,40,Other,High,Freelancer,West,Gold,6,22572.95,2853.16,5950.97,2985.39,41766.33,35824.69,41,163.07,12,0.268,Auto Debit,152.36,1914.18,1526.83,13,Frequent_Users,Very High,1,Platinum,3
CUST_07690,47,Female,Low,Professional,Central,Platinum,88,22376.74,1780.3,26501.83,2983.57,37460.15,35802.79,41,69.53,22,0.729,Auto Debit,156.13,1610.42,1293.57,14,Frequent_Users,Very High,1,Platinum,3
CUST_04931,71,Male,Medium,Retired,West,Platinum,117,18757.02,1172.73,22040.83,2983.08,26508.05,35797.0,39,82.52,24,0.506,Bank Transfer,124.87,1550.05,308.0,17,Frequent_Users,Very High,1,Platinum,3
CUST_04467,33,Male,Medium,Self-Employed,South,Gold,29,33136.38,6119.05,13765.72,2982.83,76883.91,35793.96,69,172.14,19,0.601,UPI,296.94,3110.62,5445.36,6,Heavy_Spenders,Very High,1,Platinum,3
CUST_01794,43,Female,High,Self-Employed,South,Silver,69,23573.08,3645.82,4805.67,2982.66,29185.39,35791.88,29,87.4,22,0.193,Credit Card Payment,54.06,634.16,3451.32,18,Frequent_Users,Very High,1,Platinum,3
CUST_07637,61,Other,High,Professional,East,Platinum,80,18747.61,2706.13,3647.72,2982.37,31216.95,35788.47,36,150.85,12,0.361,UPI,281.85,3510.86,1080.44,8,Heavy_Spenders,Very High,1,Platinum,3
CUST_01629,31,Female,Medium,Self-Employed,Central,Platinum,60,22780.1,8818.94,26066.42,2981.86,75344.25,35782.34,46,127.53,14,0.731,Bank Transfer,240.4,2876.9,5833.87,5,Heavy_Spenders,Very High,1,Platinum,3
CUST_02956,40,Other,Very High,Self-Employed,South,Gold,45,18603.49,2116.03,9007.97,2979.51,26918.1,35754.17,53,95.09,13,0.579,Auto Debit,134.19,1512.84,685.03,10,Frequent_Users,Very High,1,Platinum,3
CUST_01525,45,Other,Medium,Salaried Employee,North,Platinum,32,31118.63,7168.57,9433.45,2979.46,67371.19,35753.53,49,122.77,30,0.53,Credit Card Payment,343.13,4455.81,3907.77,12,Heavy_Spenders,Very High,1,Platinum,3
CUST_05852,60,Male,Low,Student,Metro,Silver,64,8222.84,1272.41,6291.68,2978.85,19329.06,35746.23,23,112.79,20,0.745,UPI,136.67,1770.38,724.73,16,Frequent_Users,Very High,1,Platinum,3
CUST_06868,33,Other,High,Business Owner,South,Silver,111,14309.75,2574.15,4634.28,2976.58,26768.98,35719.0,34,152.77,18,0.419,Credit Card Payment,211.68,2365.46,2055.23,18,Frequent_Users,Very High,1,Platinum,3
CUST_02912,54,Female,Very High,Salaried Employee,West,Platinum,79,35017.44,6784.66,25798.34,2973.95,68843.58,35687.36,47,219.22,29,0.358,UPI,17.79,226.87,5376.63,17,Heavy_Spenders,Very High,1,Platinum,3
CUST_01865,60,Male,Very High,Business Owner,Metro,Platinum,47,21076.31,2053.86,16226.26,2972.68,28521.7,35672.17,57,155.92,10,0.629,Wallet,67.92,815.6,1139.6,5,Frequent_Users,Very High,1,Platinum,3
CUST_01354,59,Other,Low,Retired,South,Gold,64,8030.69,3000.01,17460.31,2972.65,23975.6,35671.81,51,131.69,28,0.28,Auto Debit,77.14,1041.17,1298.32,17,Frequent_Users,Very High,1,Platinum,3
CUST_02060,50,Other,Very High,Salaried Employee,Metro,Silver,88,18742.35,3228.08,13673.36,2971.83,27622.93,35661.92,43,154.77,10,0.129,UPI,102.19,1107.71,902.29,15,Frequent_Users,Very High,1,Platinum,3
CUST_03310,51,Female,Very High,Freelancer,Central,Titanium,66,8355.27,2294.13,6848.37,2971.67,41402.42,35660.06,59,173.08,20,0.327,Credit Card Payment,42.31,572.25,1807.67,4,Frequent_Users,Very High,1,Platinum,3
CUST_00589,62,Other,Very High,Salaried Employee,West,Titanium,106,13468.53,2581.29,21906.03,2969.07,29101.52,35628.79,44,64.21,26,0.224,Auto Debit,117.0,1219.58,1940.03,8,Frequent_Users,Very High,1,Platinum,3
CUST_02513,38,Female,High,Professional,West,Platinum,90,32295.0,4397.42,13894.1,2968.2,64485.7,35618.37,77,147.91,30,0.699,UPI,312.52,3865.87,1128.74,11,Heavy_Spenders,Very High,1,Platinum,3
CUST_04015,57,Other,High,Self-Employed,West,Gold,106,15452.72,2214.75,23609.08,2967.81,28207.65,35613.76,43,97.62,11,0.172,Wallet,40.15,510.13,476.57,12,Frequent_Users,Very High,1,Platinum,3
CUST_06680,68,Female,High,Freelancer,East,Silver,60,19512.22,7419.02,21252.74,2967.16,39023.67,35605.87,53,167.22,20,0.218,Wallet,239.48,2453.46,3953.65,10,Heavy_Spenders,Very High,1,Platinum,3
CUST_07449,61,Female,High,Retired,East,Silver,32,17337.3,5184.47,21854.03,2965.65,76326.58,35587.84,58,202.01,28,0.179,Credit Card Payment,212.98,2912.05,4180.92,14,Heavy_Spenders,Very High,1,Platinum,3
CUST_03581,60,Other,Medium,Salaried Employee,Metro,Titanium,46,12653.31,1623.6,3362.91,2962.76,29154.52,35553.11,36,85.62,27,0.479,Credit Card Payment,40.2,546.92,1462.43,19,Frequent_Users,Very High,1,Platinum,3
CUST_04485,27,Female,Low,Salaried Employee,Metro,Platinum,111,15408.65,3007.83,12730.93,2962.7,33547.16,35552.4,34,96.4,26,0.559,Credit Card Payment,142.34,1662.3,2166.06,15,Frequent_Users,Very High,1,Platinum,3
CUST_07996,35,Male,Low,Government Employee,East,Titanium,62,22646.51,4160.65,26544.47,2962.37,30355.67,35548.43,55,172.59,25,0.15,Credit Card Payment,70.52,922.2,3309.42,19,Frequent_Users,Very High,1,Platinum,3
CUST_07797,37,Male,Very High,Business Owner,Metro,Titanium,14,15430.43,1695.91,23513.96,2961.83,27730.18,35541.97,40,146.06,22,0.483,Credit Card Payment,142.76,1849.44,451.14,7,Frequent_Users,Very High,1,Platinum,3
CUST_05888,34,Male,Low,Self-Employed,South,Gold,50,19994.29,2834.58,24379.66,2961.33,35142.64,35536.0,36,122.08,24,0.482,Auto Debit,240.13,2532.0,2565.39,11,Heavy_Spenders,Very High,1,Platinum,3
CUST_05782,63,Other,Medium,Salaried Employee,East,Gold,24,10754.08,3766.87,2591.79,2960.77,21549.27,35529.24,31,130.51,21,0.746,Bank Transfer,146.67,1575.78,2568.55,15,Frequent_Users,Very High,1,Platinum,3
CUST_05112,22,Other,Low,Salaried Employee,Central,Titanium,24,22599.54,3517.88,25515.84,2959.81,39329.19,35517.7,36,85.19,25,0.102,Auto Debit,80.22,833.54,2615.37,7,Frequent_Users,Very High,1,Platinum,3
CUST_00679,26,Other,Low,Business Owner,East,Gold,58,11189.77,3781.02,7222.31,2959.73,33825.58,35516.82,42,74.24,27,0.736,UPI,66.39,879.77,2817.21,4,Frequent_Users,Very High,1,Platinum,3
CUST_05024,70,Other,Medium,Government Employee,Metro,Silver,21,13090.41,5704.83,5018.12,2958.24,42056.12,35498.84,57,210.08,36,0.556,Wallet,251.6,3335.01,5109.17,10,Heavy_Spenders,Very High,1,Platinum,3
CUST_07716,42,Male,High,Professional,South,Titanium,20,12149.53,1989.5,21074.41,2956.69,25201.05,35480.23,59,141.17,16,0.2,Bank Transfer,149.56,1728.89,211.75,15,Frequent_Users,Very High,1,Platinum,3
CUST_04000,32,Male,Medium,Retired,North,Titanium,111,16358.8,4117.45,11080.47,2956.65,38675.54,35479.75,41,163.03,19,0.242,Auto Debit,28.98,394.38,2883.9,4,Frequent_Users,Very High,1,Platinum,3
CUST_06321,69,Male,Low,Retired,West,Platinum,112,12547.65,1067.8,3299.67,2956.2,22922.05,35474.42,30,68.47,27,0.405,Credit Card Payment,60.73,641.75,993.72,8,Frequent_Users,Very High,1,Platinum,3
CUST_07345,54,Other,Very High,Self-Employed,West,Gold,20,16313.35,3533.4,21153.24,2955.24,35958.34,35462.85,37,112.37,25,0.143,Wallet,190.38,2130.42,3315.06,18,Frequent_Users,Very High,1,Platinum,3
CUST_07300,30,Female,Very High,Freelancer,South,Silver,77,38269.64,7896.02,13571.3,2955.1,38551.5,35461.16,55,168.75,21,0.252,Auto Debit,62.56,681.48,5168.58,16,Heavy_Spenders,Very High,1,Platinum,3
CUST_00494,46,Male,Low,Student,East,Platinum,13,15277.26,3131.47,2451.03,2954.35,46393.25,35452.19,50,88.09,17,0.5,Credit Card Payment,113.22,1164.29,1644.91,4,Heavy_Spenders,Very High,1,Platinum,3
CUST_06765,64,Female,Medium,Government Employee,North,Gold,55,17514.14,1133.59,27907.18,2954.16,35466.01,35449.97,56,60.12,23,0.558,UPI,3.36,34.81,1046.08,18,Frequent_Users,Very High,1,Platinum,3
CUST_01026,25,Female,Medium,Professional,East,Platinum,21,20448.75,1706.41,17274.96,2953.51,40815.45,35442.15,41,91.69,23,0.399,Auto Debit,121.43,1259.08,1583.77,9,Frequent_Users,Very High,1,Platinum,3
CUST_01802,40,Other,Very High,Salaried Employee,South,Titanium,15,13019.95,2215.64,16717.24,2953.36,37375.0,35440.38,49,145.9,27,0.115,Credit Card Payment,136.46,1589.83,1155.35,8,Heavy_Spenders,Very High,1,Platinum,3
CUST_00305,61,Other,High,Self-Employed,East,Platinum,108,9153.7,2867.27,20952.42,2953.12,23063.28,35437.45,36,63.64,27,0.36,Bank Transfer,206.32,2607.44,576.8,16,Frequent_Users,Very High,1,Platinum,3
CUST_03932,57,Other,Low,Self-Employed,Metro,Titanium,9,13017.04,5774.96,18173.56,2953.02,76339.13,35436.19,42,131.98,25,0.307,Bank Transfer,10.15,116.0,3167.29,16,Heavy_Spenders,Very High,1,Platinum,3
CUST_04390,63,Male,High,Retired,North,Gold,98,32971.81,5113.42,7439.72,2951.71,45702.35,35420.53,71,156.85,17,0.232,Credit Card Payment,19.71,211.05,3932.42,5,Heavy_Spenders,Very High,1,Platinum,3
CUST_03565,34,Male,Low,Student,Metro,Gold,65,9129.13,1922.84,28302.76,2950.54,34434.8,35406.43,27,67.4,18,0.095,Wallet,44.09,509.08,1334.84,12,Frequent_Users,Very High,1,Platinum,3
CUST_07387,47,Other,Very High,Government Employee,Central,Gold,83,17911.36,1374.2,7037.23,2949.52,34216.3,35394.26,36,137.56,16,0.276,Wallet,204.91,2129.3,535.78,19,Frequent_Users,Very High,1,Platinum,3
CUST_02094,67,Female,Low,Retired,West,Silver,114,16526.04,907.85,2445.36,2949.19,31582.68,35390.24,42,157.56,28,0.21,UPI,29.16,316.1,676.29,19,Frequent_Users,Very High,1,Platinum,3
CUST_04835,43,Female,Low,Student,Metro,Gold,26,11757.51,3018.08,28626.42,2948.36,18908.91,35380.29,22,99.41,25,0.73,Bank Transfer,44.62,492.87,1377.0,6,Frequent_Users,Very High,1,Platinum,3
CUST_00038,50,Other,Very High,Government Employee,North,Platinum,8,23491.11,8873.13,16686.32,2948.16,49097.07,35377.87,62,208.44,26,0.627,Auto Debit,171.76,2198.97,7078.38,4,Heavy_Spenders,Very High,1,Platinum,3
CUST_00637,57,Male,Medium,Salaried Employee,West,Titanium,84,34379.45,2760.4,18733.61,2942.17,74260.45,35305.99,81,124.81,37,0.595,UPI,6.11,66.6,2041.59,5,Heavy_Spenders,Very High,1,Platinum,3
CUST_06903,22,Male,High,Self-Employed,Central,Gold,118,13470.84,3051.12,3760.93,2941.92,31163.96,35303.07,38,118.48,14,0.435,Credit Card Payment,56.59,765.09,2778.91,12,Frequent_Users,Very High,1,Platinum,3
